,Country,Lat,Long,Date,confirmed_cases,death_cases,recovered_cases,confirm,recovered,death,death1,continent,color,daily_conf,daily_death,daily_recovered,daily_conf_f,daily_recovered_f,daily_death_f
15760,Botswana,-22.3285,24.6849,2020-04-17,15,1,0,15,0,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
15758,Bolivia,-16.2902,-63.5887,2020-04-17,465,31,26,465,26,31,1.7335427679252946,Americas,navy,24.0,2.0,12.0,24,12,2
15773,China,1083.3367,3684.4197,2020-04-17,83760,4636,77552,"83,760","77,552","4,636",3.4239804179748967,Asia,red,357.0,1290.0,-849.0,357,-849,"1,290"
15772,Chile,-35.6751,-71.543,2020-04-17,9252,116,3621,"9,252","3,621",116,1.7647452001194783,Americas,navy,445.0,11.0,322.0,445,322,11
15771,Chad,15.4542,18.7322,2020-04-17,27,0,5,27,5,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
15757,Bhutan,27.5142,90.4336,2020-04-17,5,0,2,5,2,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
15744,Argentina,-38.4161,-63.6167,2020-04-17,2669,123,666,"2,669",666,123,1.7673148121825286,Americas,navy,98.0,8.0,35.0,98,35,8
15745,Armenia,40.0691,45.0382,2020-04-17,1201,19,402,"1,201",402,19,1.7291377186743508,Asia,red,42.0,1.0,44.0,42,44,1
15738,Afghanistan,33.0,65.0,2020-04-17,906,30,99,906,99,30,1.7331756804877159,Asia,red,66.0,0.0,45.0,66,45,0
15739,Albania,41.1533,20.1683,2020-04-17,539,26,283,539,283,26,1.7317073307374014,Europe,orange,21.0,0.0,6.0,21,6,0
15740,Algeria,28.0339,1.6596,2020-04-17,2418,364,846,"2,418",846,364,1.8557828846389792,Africa,cyan,150.0,16.0,63.0,150,63,16
15741,Andorra,42.5063,1.5218,2020-04-17,696,35,191,696,191,35,1.7350111176756091,Europe,orange,23.0,2.0,22.0,23,22,2
15742,Angola,-11.2027,17.8739,2020-04-17,19,2,5,19,5,2,1.7228972322355143,Africa,cyan,0.0,0.0,0.0,0,0,0
15743,Antigua and Barbuda,17.0608,-61.7964,2020-04-17,23,3,3,23,3,3,1.7232643196730928,Americas,navy,0.0,0.0,0.0,0,0,0
15746,Australia,-255.9695,1129.8623,2020-04-17,6522,66,3808,"6,522","3,808",66,1.7463908282405467,Oceania,green,60.0,3.0,1453.0,60,"1,453",3
15747,Austria,47.5162,14.5501,2020-04-17,14595,431,9704,"14,595","9,704",431,1.8803777429567472,Europe,orange,119.0,21.0,718.0,119,718,21
15748,Azerbaijan,40.1431,47.5769,2020-04-17,1340,15,528,"1,340",528,15,1.7276693689240363,Asia,red,57.0,0.0,68.0,57,68,0
15749,Bahamas,25.0343,-77.3963,2020-04-17,54,9,6,54,6,9,1.7254668442985648,Americas,navy,1.0,1.0,0.0,1,0,1
15750,Bahrain,26.0275,50.55,2020-04-17,1740,7,725,"1,740",725,7,1.7247326694234073,Asia,red,40.0,0.0,22.0,40,22,0
15751,Bangladesh,23.685,90.3563,2020-04-17,1838,75,58,"1,838",58,75,1.7496946151787545,Asia,red,266.0,15.0,9.0,266,9,15
15752,Barbados,13.1939,-59.5432,2020-04-17,75,5,15,75,15,5,1.72399849454825,Americas,navy,0.0,0.0,0.0,0,0,0
15753,Belarus,53.7098,27.9534,2020-04-17,4779,42,342,"4,779",342,42,1.7375807297386596,Europe,orange,575.0,2.0,139.0,575,139,2
15754,Belgium,50.8333,4.0,2020-04-17,36138,5163,7961,"36,138","7,961","5,163",3.6174354975788368,Europe,orange,1329.0,306.0,399.0,"1,329",399,306
15755,Belize,13.1939,-59.5432,2020-04-17,18,2,0,18,0,2,1.7228972322355143,Americas,navy,0.0,0.0,0.0,0,0,0
15756,Benin,9.3077,2.3158,2020-04-17,35,1,18,35,18,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
15774,Colombia,4.5709,-74.2973,2020-04-17,3439,153,634,"3,439",634,153,1.7783274353098877,Americas,navy,206.0,9.0,84.0,206,84,9
15781,Cuba,22.0,-80.0,2020-04-17,923,31,192,923,192,31,1.7335427679252946,Americas,navy,61.0,4.0,21.0,61,21,4
15917,Western Sahara,24.2155,-12.8858,2020-04-17,6,0,0,6,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
15783,Czech Republic,49.8175,15.473,2020-04-17,6549,173,1174,"6,549","1,174",173,1.7856691840614602,Europe,orange,116.0,4.0,202.0,116,202,4
15808,Guinea-Bissau,11.8037,-15.1804,2020-04-17,43,0,0,43,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
15809,Guyana,5.0,-58.75,2020-04-17,63,6,9,63,9,6,1.7243655819858288,Americas,navy,8.0,0.0,1.0,8,1,0
15810,Haiti,18.9712,-72.2852,2020-04-17,43,3,0,43,0,3,1.7232643196730928,Americas,navy,2.0,0.0,0.0,2,0,0
15811,Holy See,41.9029,12.4534,2020-04-17,8,0,2,8,2,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
15812,Honduras,15.2,-86.2419,2020-04-17,442,41,10,442,10,41,1.7372136423010809,Americas,navy,16.0,6.0,1.0,16,1,6
15813,Hungary,47.1625,19.5033,2020-04-17,1763,156,207,"1,763",207,156,1.7794286976226237,Europe,orange,111.0,14.0,8.0,111,8,14
15814,Iceland,64.9631,-19.0208,2020-04-17,1754,9,1224,"1,754","1,224",9,1.7254668442985648,Europe,orange,15.0,1.0,80.0,15,80,1
15806,Guatemala,15.7835,-90.2308,2020-04-17,214,7,21,214,21,7,1.7247326694234073,Americas,navy,18.0,2.0,2.0,18,2,2
15816,Indonesia,-0.7893,113.9213,2020-04-17,5923,520,607,"5,923",607,520,1.9130485249012457,Asia,red,407.0,24.0,59.0,407,59,24
15817,Iran,32.0,53.0,2020-04-17,79494,4958,54064,"79,494","54,064","4,958",3.5421825728752165,Asia,red,1499.0,89.0,1835.0,"1,499","1,835",89
15818,Iraq,33.0,44.0,2020-04-17,1482,81,906,"1,482",906,81,1.7518971398042262,Asia,red,48.0,1.0,50.0,48,50,1
15819,Ireland,53.1424,-7.6921,2020-04-17,13980,530,77,"13,980",77,530,1.916719399277032,Europe,orange,709.0,44.0,0.0,709,0,44
15820,Israel,31.0,35.0,2020-04-17,12982,151,3126,"12,982","3,126",151,1.7775932604347304,Asia,red,224.0,9.0,308.0,224,308,9
15821,Italy,43.0,12.0,2020-04-17,172434,22745,42727,"172,434","42,727","22,745",10.071566825086348,Europe,orange,3493.0,575.0,2563.0,"3,493","2,563",575
15822,Jamaica,18.1096,-77.2975,2020-04-17,143,5,25,143,25,5,1.72399849454825,Americas,navy,0.0,0.0,4.0,0,4,0
15823,Japan,36.0,138.0,2020-04-17,9787,190,935,"9,787",935,190,1.791909670500297,Asia,red,1161.0,12.0,34.0,"1,161",34,12
15824,Jordan,31.24,36.51,2020-04-17,407,7,265,407,265,7,1.7247326694234073,Asia,red,5.0,0.0,6.0,5,6,0
15825,Kazakhstan,48.0196,66.9237,2020-04-17,1546,17,347,"1,546",347,17,1.7284035437991938,Asia,red,144.0,0.0,70.0,144,70,0
15826,Kenya,-0.0236,37.9062,2020-04-17,246,11,53,246,53,11,1.7262010191737218,Africa,cyan,12.0,0.0,0.0,12,0,0
15804,Greece,39.0742,21.8243,2020-04-17,2224,108,269,"2,224",269,108,1.7618085006188493,Europe,orange,17.0,3.0,0.0,17,0,3
15805,Grenada,12.1165,-61.679,2020-04-17,14,0,6,14,6,0,1.722163057360357,Americas,navy,0.0,0.0,6.0,0,6,0
15807,Guinea,9.9456,-9.6966,2020-04-17,477,3,59,477,59,3,1.7232643196730928,Africa,cyan,39.0,2.0,10.0,39,10,2
15828,Kosovo,42.602636,20.902977,2020-04-17,480,12,84,480,84,12,1.7265681066113006,Europe,orange,31.0,1.0,5.0,31,5,1
15920,Zimbabwe,-20.0,30.0,2020-04-17,24,3,2,24,2,3,1.7232643196730928,Africa,cyan,1.0,0.0,1.0,1,1,0
15786,Djibouti,11.8251,42.5903,2020-04-17,732,2,76,732,76,2,1.7228972322355143,Africa,cyan,141.0,0.0,3.0,141,3,0
15787,Dominica,15.415,-61.371,2020-04-17,16,0,8,16,8,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
15788,Dominican Republic,18.7357,-70.1627,2020-04-17,4126,200,268,"4,126",268,200,1.7955805448760835,Americas,navy,371.0,4.0,53.0,371,53,4
15789,Ecuador,-1.8312,-78.1834,2020-04-17,8450,421,838,"8,450",838,421,1.8767068685809611,Americas,navy,225.0,18.0,0.0,225,0,18
15790,Egypt,26.0,30.0,2020-04-17,2844,205,646,"2,844",646,205,1.7974159820639766,Africa,cyan,171.0,9.0,50.0,171,50,9
15793,Eritrea,15.1794,39.7823,2020-04-17,35,0,0,35,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
15784,Denmark,189.8634,-40.01430000000001,2020-04-17,7268,336,3571,"7,268","3,571",336,1.8455044363867776,Europe,orange,194.0,15.0,368.0,194,368,15
15791,El Salvador,13.7942,-88.8965,2020-04-17,177,7,38,177,38,7,1.7247326694234073,Americas,navy,13.0,1.0,5.0,13,5,1
15792,Equatorial Guinea,1.5,10.0,2020-04-17,79,0,4,79,4,0,1.722163057360357,Africa,cyan,28.0,0.0,0.0,28,0,0
15795,Eswatini,-26.5225,31.4659,2020-04-17,16,1,8,16,8,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
15796,Ethiopia,9.145,40.4897,2020-04-17,96,3,15,96,15,3,1.7232643196730928,Africa,cyan,4.0,0.0,0.0,4,0,0
15797,Fiji,-17.7134,178.065,2020-04-17,17,0,0,17,0,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
15798,Finland,64.0,26.0,2020-04-17,3489,82,1700,"3,489","1,700",82,1.7522642272418048,Europe,orange,120.0,7.0,0.0,120,0,7
15799,Gabon,-0.8037,11.6094,2020-04-17,108,1,7,108,7,1,1.7225301447979355,Africa,cyan,28.0,0.0,3.0,28,3,0
15815,India,21.0,78.0,2020-04-17,14352,486,2041,"14,352","2,041",486,1.9005675520235723,Asia,red,922.0,38.0,273.0,922,273,38
15801,Georgia,42.3154,43.3569,2020-04-17,370,3,79,370,79,3,1.7232643196730928,Asia,red,22.0,0.0,3.0,22,3,0
15802,Germany,51.0,9.0,2020-04-17,141397,4352,83114,"141,397","83,114","4,352",3.319727585702565,Europe,orange,3699.0,300.0,6114.0,"3,699","6,114",300
15803,Ghana,7.9465,-1.0232,2020-04-17,641,8,83,641,83,8,1.7250997568609858,Africa,cyan,0.0,0.0,0.0,0,0,0
15827,South Korea,36.0,128.0,2020-04-17,10635,230,7829,"10,635","7,829",230,1.8065931680034424,Asia,red,22.0,1.0,72.0,22,72,1
16039,Nepal,28.1667,84.25,2020-04-18,31,0,2,31,2,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
15977,Estonia,58.5953,25.0136,2020-04-18,1512,38,162,"1,512",162,38,1.7361123799883451,Europe,orange,53.0,0.0,17.0,53,17,0
16044,Nigeria,9.082,8.6753,2020-04-18,542,19,166,542,166,19,1.7291377186743508,Africa,cyan,49.0,2.0,7.0,49,7,2
16012,Kuwait,29.5,47.75,2020-04-18,1751,6,280,"1,751",280,6,1.7243655819858288,Asia,red,93.0,1.0,22.0,93,22,1
16043,Niger,17.6078,8.0817,2020-04-18,639,19,113,639,113,19,1.7291377186743508,Africa,cyan,12.0,1.0,3.0,12,3,1
16042,Nicaragua,12.8654,-85.2072,2020-04-18,9,2,6,9,6,2,1.7228972322355143,Americas,navy,0.0,1.0,2.0,0,2,1
16041,New Zealand,-40.9006,174.886,2020-04-18,1422,11,867,"1,422",867,11,1.7262010191737218,Oceania,green,13.0,0.0,51.0,13,51,0
16037,Morocco,31.7917,-7.0926,2020-04-18,2685,137,314,"2,685",314,137,1.7724540363086296,Africa,cyan,121.0,2.0,33.0,121,33,2
16038,Namibia,-22.9576,18.4904,2020-04-18,16,0,6,16,6,0,1.722163057360357,Africa,cyan,0.0,0.0,2.0,0,2,0
16054,Poland,51.9194,19.1451,2020-04-18,8742,347,981,"8,742",981,347,1.8495423982001424,Europe,orange,363.0,15.0,115.0,363,115,15
16055,Portugal,39.3999,-8.2245,2020-04-18,19685,687,610,"19,685",610,687,1.9743521269768776,Europe,orange,663.0,30.0,91.0,663,91,30
16050,Papua New Guinea,-6.315,143.9555,2020-04-18,7,0,0,7,0,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
16047,Oman,21.0,57.0,2020-04-18,1180,6,176,"1,180",176,6,1.7243655819858288,Asia,red,111.0,0.0,0.0,111,0,0
16048,Pakistan,30.3753,69.3451,2020-04-18,8348,168,1868,"8,348","1,868",168,1.7838337468735672,Asia,red,710.0,25.0,36.0,710,36,25
16049,Panama,8.538,-80.7821,2020-04-18,4210,116,122,"4,210",122,116,1.7647452001194783,Americas,navy,194.0,7.0,24.0,194,24,7
16051,Paraguay,-23.4425,-58.4438,2020-04-18,202,8,35,202,35,8,1.7250997568609858,Americas,navy,3.0,0.0,5.0,3,5,0
16052,Peru,-9.19,-75.0152,2020-04-18,14420,348,6684,"14,420","6,684",348,1.8499094856377207,Americas,navy,931.0,48.0,143.0,931,143,48
16053,Philippines,13.0,122.0,2020-04-18,6087,397,516,"6,087",516,397,1.8678967700790738,Asia,red,209.0,10.0,29.0,209,29,10
16040,Netherlands,107.0417,-265.0278,2020-04-18,31766,3613,67,"31,766",67,"3,613",3.048449969331956,Europe,orange,1147.0,142.0,2.0,"1,147",2,142
16045,North Macedonia,41.6086,21.7453,2020-04-18,1170,49,164,"1,170",164,49,1.74015034180171,Europe,orange,53.0,0.0,25.0,53,25,0
16016,Lebanon,33.8547,35.8623,2020-04-18,672,21,99,672,99,21,1.7298718935495083,Asia,red,4.0,0.0,13.0,4,13,0
16026,Malaysia,2.5,112.5,2020-04-18,5305,88,3102,"5,305","3,102",88,1.7544667518672765,Asia,red,54.0,2.0,135.0,54,135,2
16046,Norway,60.472,8.4689,2020-04-18,7036,164,32,"7,036",32,164,1.7823653971232527,Europe,orange,99.0,3.0,0.0,99,0,3
16018,Liberia,6.4281,-9.4295,2020-04-18,76,7,7,76,7,7,1.7247326694234073,Africa,cyan,0.0,0.0,0.0,0,0,0
16019,Libya,26.3351,17.228331,2020-04-18,49,1,11,49,11,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
16020,Liechtenstein,47.14,9.55,2020-04-18,79,1,55,79,55,1,1.7225301447979355,Europe,orange,0.0,0.0,0.0,0,0,0
16021,Lithuania,55.1694,23.8813,2020-04-18,1239,33,228,"1,239",228,33,1.7342769428004519,Europe,orange,90.0,0.0,18.0,90,18,0
16022,Luxembourg,49.8153,6.1296,2020-04-18,3537,72,601,"3,537",601,72,1.7485933528660185,Europe,orange,57.0,0.0,22.0,57,22,0
16035,Mongolia,46.8625,103.8467,2020-04-18,31,0,5,31,5,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
16014,Laos,19.85627,102.495496,2020-04-18,19,0,2,19,2,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
16015,Latvia,56.8796,24.6032,2020-04-18,712,5,88,712,88,5,1.72399849454825,Europe,orange,30.0,0.0,0.0,30,0,0
16025,Malawi,-13.254307999999998,34.301525,2020-04-18,17,2,3,17,3,2,1.7228972322355143,Africa,cyan,0.0,0.0,0.0,0,0,0
16028,Mali,17.570692,-3.996166000000001,2020-04-18,216,13,41,216,41,13,1.7269351940488793,Africa,cyan,45.0,0.0,7.0,45,7,0
16029,Malta,35.9375,14.3754,2020-04-18,426,3,99,426,99,3,1.7232643196730928,Europe,orange,4.0,0.0,8.0,4,8,0
16030,Mauritania,21.0079,10.9408,2020-04-18,7,1,2,7,2,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
16031,Mauritius,-20.2,57.5,2020-04-18,325,9,180,325,180,9,1.7254668442985648,Africa,cyan,1.0,0.0,72.0,1,72,0
16032,Mexico,23.6345,-102.5528,2020-04-18,7497,650,2125,"7,497","2,125",650,1.960769891786468,Americas,navy,622.0,104.0,0.0,622,0,104
16033,Moldova,47.4116,28.3699,2020-04-18,2378,57,391,"2,378",391,57,1.743087041302339,Europe,orange,114.0,1.0,115.0,114,115,1
16024,Madagascar,-18.7669,46.8691,2020-04-18,120,0,35,120,35,0,1.722163057360357,Africa,cyan,3.0,0.0,2.0,3,2,0
16034,Monaco,43.7333,7.4167,2020-04-18,94,3,22,94,22,3,1.7232643196730928,Europe,orange,0.0,0.0,2.0,0,2,0
16057,Romania,45.9432,24.9668,2020-04-18,8418,421,1730,"8,418","1,730",421,1.8767068685809611,Europe,orange,351.0,10.0,222.0,351,222,10
16027,Maldives,3.2028,73.2207,2020-04-18,35,0,16,35,16,0,1.722163057360357,Asia,red,7.0,0.0,0.0,7,0,0
16080,Sweden,63.0,16.0,2020-04-18,13822,1511,0,"13,822",0,"1,511",2.2768321755416703,Europe,orange,606.0,111.0,0.0,606,0,111
16081,Switzerland,46.8182,8.2275,2020-04-18,27404,1368,17100,"27,404","17,100","1,368",2.2243386719679257,Europe,orange,326.0,41.0,700.0,326,700,41
16085,Thailand,15.0,101.0,2020-04-18,2733,47,1787,"2,733","1,787",47,1.7394161669265527,Asia,red,33.0,0.0,98.0,33,98,0
16088,Tunisia,34.0,9.0,2020-04-18,864,37,43,864,43,37,1.7357452925507664,Africa,cyan,0.0,0.0,0.0,0,0,0
16089,Turkey,38.9637,35.2433,2020-04-18,82329,1890,10453,"82,329","10,453","1,890",2.4159583143839716,Asia,red,3783.0,121.0,1822.0,"3,783","1,822",121
16090,United States of America,37.0902,-95.7129,2020-04-18,730317,39966,64840,"730,317","64,840","39,966",16.393179587627973,Americas,navy,28321.0,2345.0,6295.0,"28,321","6,295","2,345"
16091,Uganda,1.0,32.0,2020-04-18,55,0,22,55,22,0,1.722163057360357,Africa,cyan,-1.0,0.0,2.0,-1,2,0
16092,Ukraine,48.3794,31.1656,2020-04-18,5106,133,275,"5,106",275,133,1.7709856865583151,Europe,orange,444.0,8.0,29.0,444,29,8
16093,United Arab Emirates,24.0,54.0,2020-04-18,6302,37,1188,"6,302","1,188",37,1.7357452925507664,Asia,red,0.0,0.0,0.0,0,0,0
16094,United Kingdom,270.0299,-482.9247,2020-04-18,115314,18028,414,"115,314",414,"18,028",8.340015382027941,Europe,orange,5545.0,1118.0,20.0,"5,545",20,"1,118"
16095,Uruguay,-32.5228,-55.7658,2020-04-18,517,9,298,517,298,9,1.7254668442985648,Americas,navy,9.0,0.0,4.0,9,4,0
16086,Togo,8.6195,0.8248,2020-04-18,84,5,49,84,49,5,1.72399849454825,Africa,cyan,1.0,0.0,1.0,1,1,0
16087,Trinidad and Tobago,10.6918,-61.2225,2020-04-18,114,8,21,114,21,8,1.7250997568609858,Americas,navy,0.0,0.0,1.0,0,1,0
16098,Vietnam,16.0,108.0,2020-04-18,268,0,201,268,201,0,1.722163057360357,Asia,red,0.0,0.0,3.0,0,3,0
16099,West Bank and Gaza,31.9522,35.2332,2020-04-18,313,2,69,313,69,2,1.7228972322355143,Asia,red,6.0,0.0,0.0,6,0,0
16100,Western Sahara,24.2155,-12.8858,2020-04-18,6,0,0,6,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
16101,Yemen,15.552727,48.516388,2020-04-18,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
16102,Zambia,-15.4167,28.2833,2020-04-18,57,2,33,57,33,2,1.7228972322355143,Africa,cyan,5.0,0.0,3.0,5,3,0
16013,Kyrgyzstan,41.2044,74.7661,2020-04-18,506,5,130,506,130,5,1.72399849454825,Asia,red,17.0,0.0,16.0,17,16,0
16084,Tanzania,-6.369,34.8888,2020-04-18,147,5,11,147,11,5,1.72399849454825,Africa,cyan,0.0,0.0,0.0,0,0,0
16070,Singapore,1.2833,103.8333,2020-04-18,5992,11,740,"5,992",740,11,1.7262010191737218,Asia,red,942.0,0.0,32.0,942,32,0
16079,Suriname,3.9193,-56.0278,2020-04-18,10,1,6,10,6,1,1.7225301447979355,Americas,navy,0.0,0.0,0.0,0,0,0
16056,Qatar,25.3548,51.1839,2020-04-18,5008,8,510,"5,008",510,8,1.7250997568609858,Asia,red,345.0,1.0,46.0,345,46,1
16036,Montenegro,42.5,19.3,2020-04-18,307,5,55,307,55,5,1.72399849454825,Europe,orange,4.0,0.0,0.0,4,0,0
16082,Taiwan,23.7,121.0,2020-04-18,398,6,178,398,178,6,1.7243655819858288,Asia,red,3.0,0.0,12.0,3,12,0
16061,Saint Lucia,13.9094,-60.9789,2020-04-18,15,0,11,15,11,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
16062,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-18,12,0,1,12,1,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
16063,San Marino,43.9424,12.4578,2020-04-18,455,39,60,455,60,39,1.7364794674259236,Europe,orange,20.0,0.0,3.0,20,3,0
16064,Sao Tome and Principe,0.18636,6.613081,2020-04-18,4,0,0,4,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
16065,Saudi Arabia,24.0,45.0,2020-04-18,8274,92,1329,"8,274","1,329",92,1.7559351016175913,Asia,red,1132.0,5.0,280.0,"1,132",280,5
16066,Senegal,14.4974,-14.4524,2020-04-18,350,3,211,350,211,3,1.7232643196730928,Africa,cyan,8.0,1.0,13.0,8,13,1
16067,Serbia,44.0165,21.0059,2020-04-18,5994,117,637,"5,994",637,117,1.7651122875570568,Europe,orange,304.0,7.0,103.0,304,103,7
16068,Seychelles,-4.6796,55.492,2020-04-18,11,0,5,11,5,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
16058,Russia,60.0,90.0,2020-04-18,36793,313,3057,"36,793","3,057",313,1.8370614253224689,Europe,orange,4785.0,40.0,467.0,"4,785",467,40
16069,Sierra Leone,8.460555000000001,-11.779889,2020-04-18,30,0,0,30,0,0,1.722163057360357,Africa,cyan,4.0,0.0,0.0,4,0,0
16071,Slovakia,48.669,19.699,2020-04-18,1089,11,213,"1,089",213,11,1.7262010191737218,Europe,orange,40.0,2.0,38.0,40,38,2
16072,Slovenia,46.1512,14.9955,2020-04-18,1317,70,190,"1,317",190,70,1.7478591779908612,Europe,orange,13.0,4.0,16.0,13,16,4
16073,Somalia,5.1521,46.1996,2020-04-18,135,7,2,135,2,7,1.7247326694234073,Africa,cyan,19.0,1.0,0.0,19,0,1
16074,South Africa,-30.5595,22.9375,2020-04-18,3034,52,903,"3,034",903,52,1.7412516041144461,Africa,cyan,251.0,2.0,0.0,251,0,2
16075,South Sudan,6.877000000000002,31.307,2020-04-18,4,0,0,4,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
16076,Spain,40.0,-4.0,2020-04-18,191726,20043,74797,"191,726","74,797","20,043",9.079696568748886,Europe,orange,887.0,41.0,0.0,887,0,41
16077,Sri Lanka,7.0,81.0,2020-04-18,254,7,86,254,86,7,1.7247326694234073,Asia,red,10.0,0.0,9.0,10,9,0
16078,Sudan,12.8628,30.2176,2020-04-18,66,10,6,66,6,10,1.7258339317361433,Africa,cyan,33.0,4.0,2.0,33,2,4
16060,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-18,14,0,0,14,0,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
16059,Rwanda,-1.9403,29.8739,2020-04-18,144,0,69,144,69,0,1.722163057360357,Africa,cyan,1.0,0.0,4.0,1,4,0
15979,Ethiopia,9.145,40.4897,2020-04-18,105,3,16,105,16,3,1.7232643196730928,Africa,cyan,9.0,0.0,1.0,9,1,0
16097,Venezuela,6.4238,-66.5897,2020-04-18,227,9,113,227,113,9,1.7254668442985648,Americas,navy,23.0,0.0,2.0,23,2,0
16008,Kazakhstan,48.0196,66.9237,2020-04-18,1615,17,377,"1,615",377,17,1.7284035437991938,Asia,red,69.0,0.0,30.0,69,30,0
15946,Bulgaria,42.7339,25.4858,2020-04-18,878,41,153,878,153,41,1.7372136423010809,Europe,orange,32.0,0.0,12.0,32,12,0
15947,Burkina Faso,12.2383,-1.5616,2020-04-18,565,36,321,565,321,36,1.7353782051131876,Africa,cyan,8.0,1.0,27.0,8,27,1
15948,Burma,21.9162,95.956,2020-04-18,98,5,5,98,5,5,1.72399849454825,Asia,red,10.0,1.0,0.0,10,0,1
15949,Burundi,-3.3731,29.9189,2020-04-18,5,1,0,5,0,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
15950,Cabo Verde,16.5388,-23.0418,2020-04-18,58,1,1,58,1,1,1.7225301447979355,Africa,cyan,2.0,0.0,0.0,2,0,0
15951,Cambodia,11.55,104.9167,2020-04-18,122,0,103,122,103,0,1.722163057360357,Asia,red,0.0,0.0,5.0,0,5,0
15952,Cameroon,3.848,11.5021,2020-04-18,1017,22,177,"1,017",177,22,1.7302389809870868,Africa,cyan,21.0,0.0,13.0,21,13,0
15941,Bolivia,-16.2902,-63.5887,2020-04-18,493,31,31,493,31,31,1.7335427679252946,Americas,navy,28.0,0.0,5.0,28,5,0
15944,Brazil,-14.235,-51.9253,2020-04-18,36658,2354,14026,"36,658","14,026","2,354",2.5862868854204573,Americas,navy,2976.0,213.0,0.0,"2,976",0,213
15953,Central African Republic,6.6111,20.9394,2020-04-18,12,0,4,12,4,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
15956,China,1083.3367,3684.4197,2020-04-18,83787,4636,77614,"83,787","77,614","4,636",3.4239804179748967,Asia,red,27.0,0.0,62.0,27,62,0
15957,Colombia,4.5709,-74.2973,2020-04-18,3439,153,634,"3,439",634,153,1.7783274353098877,Americas,navy,0.0,0.0,0.0,0,0,0
15959,Congo,-4.0383,21.7587,2020-04-18,143,6,11,143,11,6,1.7243655819858288,Africa,cyan,-144.0,-17.0,-14.0,-144,-14,-17
15960,Congo,-4.0383,21.7587,2020-04-18,307,25,26,307,26,25,1.7313402432998228,Africa,cyan,164.0,19.0,15.0,164,15,19
15961,Costa Rica,9.7489,-83.7534,2020-04-18,655,4,97,655,97,4,1.7236314071106715,Americas,navy,6.0,0.0,9.0,6,9,0
15962,Côte d'Ivoire,7.54,-5.5471,2020-04-18,801,8,239,801,239,8,1.7250997568609858,Africa,cyan,113.0,2.0,46.0,113,46,2
15942,Bosnia and Herzegovina,43.9159,17.6791,2020-04-18,1268,47,338,"1,268",338,47,1.7394161669265527,Europe,orange,54.0,1.0,18.0,54,18,1
15963,Croatia,45.1,15.2,2020-04-18,1832,39,615,"1,832",615,39,1.7364794674259236,Europe,orange,18.0,3.0,15.0,18,15,3
15954,Chad,15.4542,18.7322,2020-04-18,33,0,8,33,8,0,1.722163057360357,Africa,cyan,6.0,0.0,3.0,6,3,0
15955,Chile,-35.6751,-71.543,2020-04-18,9730,126,4035,"9,730","4,035",126,1.7684160744952646,Americas,navy,478.0,10.0,414.0,478,414,10
15945,Brunei,4.5353,114.7277,2020-04-18,137,1,113,137,113,1,1.7225301447979355,Asia,red,1.0,0.0,1.0,1,1,0
15928,Armenia,40.0691,45.0382,2020-04-18,1248,20,523,"1,248",523,20,1.7295048061119296,Asia,red,47.0,1.0,121.0,47,121,1
16096,Uzbekistan,41.3775,64.5853,2020-04-18,1490,5,194,"1,490",194,5,1.72399849454825,Asia,red,85.0,1.0,38.0,85,38,1
15925,Angola,-11.2027,17.8739,2020-04-18,24,2,6,24,6,2,1.7228972322355143,Africa,cyan,5.0,0.0,1.0,5,1,0
