,Country,Lat,Long,Date,confirmed_cases,death_cases,recovered_cases,confirm,recovered,death,death1,continent,color,daily_conf,daily_death,daily_recovered,daily_conf_f,daily_recovered_f,daily_death_f
13951,Cuba,22.0,-80.0,2020-04-07,396,11,27,396,27,11,1.7262010191737218,Americas,navy,46.0,2.0,9.0,46,9,2
13943,China,1083.3367,3684.4197,2020-04-07,82718,3335,77410,"82,718","77,410","3,335",2.946399661685096,Asia,red,53.0,0.0,100.0,53,100,0
13934,Burkina Faso,12.2383,-1.5616,2020-04-07,384,19,127,384,127,19,1.7291377186743508,Africa,cyan,20.0,1.0,19.0,20,19,1
13908,Afghanistan,33.0,65.0,2020-04-07,423,14,18,423,18,14,1.7273022814864578,Asia,red,56.0,3.0,0.0,56,0,3
13946,Congo,-4.0383,21.7587,2020-04-07,45,5,2,45,2,5,1.72399849454825,Africa,cyan,-135.0,-13.0,-7.0,-135,-7,-13
13937,Cabo Verde,16.5388,-23.0418,2020-04-07,7,1,1,7,1,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
13917,Austria,47.5162,14.5501,2020-04-07,12639,243,4046,"12,639","4,046",243,1.8113653046919649,Europe,orange,342.0,23.0,583.0,342,583,23
13977,Guinea,9.9456,-9.6966,2020-04-07,144,0,5,144,5,0,1.722163057360357,Africa,cyan,16.0,0.0,0.0,16,0,0
13936,Burundi,-3.3731,29.9189,2020-04-07,3,0,0,3,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
13911,Andorra,42.5063,1.5218,2020-04-07,545,22,39,545,39,22,1.7302389809870868,Europe,orange,20.0,1.0,8.0,20,8,1
13912,Angola,-11.2027,17.8739,2020-04-07,17,2,2,17,2,2,1.7228972322355143,Africa,cyan,1.0,0.0,0.0,1,0,0
13913,Antigua and Barbuda,17.0608,-61.7964,2020-04-07,19,1,0,19,0,1,1.7225301447979355,Americas,navy,4.0,1.0,0.0,4,0,1
13914,Argentina,-38.4161,-63.6167,2020-04-07,1628,56,338,"1,628",338,56,1.7427199538647604,Americas,navy,74.0,8.0,13.0,74,13,8
13915,Armenia,40.0691,45.0382,2020-04-07,853,8,87,853,87,8,1.7250997568609858,Asia,red,20.0,0.0,25.0,20,25,0
13916,Australia,-255.9695,1129.8623,2020-04-07,5895,45,1080,"5,895","1,080",45,1.7386819920513954,Oceania,green,98.0,5.0,0.0,98,0,5
13918,Azerbaijan,40.1431,47.5769,2020-04-07,717,8,44,717,44,8,1.7250997568609858,Asia,red,76.0,1.0,0.0,76,0,1
13920,Bahrain,26.0275,50.55,2020-04-07,811,5,458,811,458,5,1.72399849454825,Asia,red,55.0,1.0,0.0,55,0,1
13930,Botswana,-22.3285,24.6849,2020-04-07,6,1,0,6,0,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
13922,Barbados,13.1939,-59.5432,2020-04-07,63,3,6,63,6,3,1.7232643196730928,Americas,navy,3.0,1.0,0.0,3,0,1
13923,Belarus,53.7098,27.9534,2020-04-07,861,13,54,861,54,13,1.7269351940488793,Europe,orange,161.0,0.0,1.0,161,1,0
13924,Belgium,50.8333,4.0,2020-04-07,22194,2035,4157,"22,194","4,157","2,035",2.4691859928328737,Europe,orange,1380.0,403.0,171.0,"1,380",171,403
13925,Belize,13.1939,-59.5432,2020-04-07,7,1,0,7,0,1,1.7225301447979355,Americas,navy,0.0,0.0,0.0,0,0,0
13926,Benin,9.3077,2.3158,2020-04-07,26,1,5,26,5,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
13927,Bhutan,27.5142,90.4336,2020-04-07,5,0,2,5,2,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
13919,Bahamas,25.0343,-77.3963,2020-04-07,33,6,5,33,5,6,1.7243655819858288,Americas,navy,4.0,1.0,1.0,4,1,1
13909,Albania,41.1533,20.1683,2020-04-07,383,22,131,383,131,22,1.7302389809870868,Europe,orange,6.0,1.0,15.0,6,15,1
13921,Bangladesh,23.685,90.3563,2020-04-07,164,17,33,164,33,17,1.7284035437991938,Asia,red,41.0,5.0,0.0,41,0,5
13910,Algeria,28.0339,1.6596,2020-04-07,1468,193,113,"1,468",113,193,1.793010932813033,Africa,cyan,45.0,20.0,23.0,45,23,20
13952,Cyprus,35.1264,33.4299,2020-04-07,494,9,47,494,47,9,1.7254668442985648,Asia,red,29.0,0.0,2.0,29,2,0
13986,Indonesia,-0.7893,113.9213,2020-04-07,2738,221,204,"2,738",204,221,1.8032893810652344,Asia,red,247.0,12.0,12.0,247,12,12
13929,Bosnia and Herzegovina,43.9159,17.6791,2020-04-07,764,33,68,764,68,33,1.7342769428004519,Europe,orange,90.0,4.0,21.0,90,21,4
13959,Ecuador,-1.8312,-78.1834,2020-04-07,3747,191,100,"3,747",100,191,1.7922767579378758,Americas,navy,0.0,0.0,0.0,0,0,0
13983,Hungary,47.1625,19.5033,2020-04-07,817,47,71,817,71,47,1.7394161669265527,Europe,orange,73.0,9.0,4.0,73,4,9
13984,Iceland,64.9631,-19.0208,2020-04-07,1586,6,559,"1,586",559,6,1.7243655819858288,Europe,orange,24.0,0.0,99.0,24,99,0
13985,India,21.0,78.0,2020-04-07,5311,150,421,"5,311",421,150,1.777226172997152,Asia,red,533.0,14.0,46.0,533,46,14
13953,Czech Republic,49.8175,15.473,2020-04-07,5017,88,172,"5,017",172,88,1.7544667518672765,Europe,orange,195.0,10.0,51.0,195,51,10
13987,Iran,32.0,53.0,2020-04-07,62589,3872,27039,"62,589","27,039","3,872",3.1435256156648217,Asia,red,2089.0,133.0,2803.0,"2,089","2,803",133
13979,Guyana,5.0,-58.75,2020-04-07,33,5,8,33,8,5,1.72399849454825,Americas,navy,2.0,1.0,0.0,2,0,1
13989,Ireland,53.1424,-7.6921,2020-04-07,5709,210,25,"5,709",25,210,1.7992514192518698,Europe,orange,345.0,36.0,0.0,345,0,36
13981,Holy See,41.9029,12.4534,2020-04-07,7,0,0,7,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
13991,Italy,43.0,12.0,2020-04-07,135586,17127,24392,"135,586","24,392","17,127",8.009269600769592,Europe,orange,3039.0,604.0,1555.0,"3,039","1,555",604
13992,Jamaica,18.1096,-77.2975,2020-04-07,63,3,8,63,8,3,1.7232643196730928,Americas,navy,5.0,0.0,0.0,5,0,0
13993,Japan,36.0,138.0,2020-04-07,3906,92,592,"3,906",592,92,1.7559351016175913,Asia,red,252.0,7.0,17.0,252,17,7
13994,Jordan,31.24,36.51,2020-04-07,353,6,138,353,138,6,1.7243655819858288,Asia,red,4.0,0.0,12.0,4,12,0
13995,Kazakhstan,48.0196,66.9237,2020-04-07,697,6,51,697,51,6,1.7243655819858288,Asia,red,35.0,0.0,5.0,35,5,0
13996,Kenya,-0.0236,37.9062,2020-04-07,172,6,7,172,7,6,1.7243655819858288,Africa,cyan,14.0,0.0,3.0,14,3,0
13997,South Korea,36.0,128.0,2020-04-07,10331,192,6694,"10,331","6,694",192,1.7926438453754543,Asia,red,47.0,6.0,96.0,47,96,6
13978,Guinea-Bissau,11.8037,-15.1804,2020-04-07,33,0,0,33,0,0,1.722163057360357,Africa,cyan,15.0,0.0,0.0,15,0,0
13975,Grenada,12.1165,-61.679,2020-04-07,12,0,0,12,0,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
13980,Haiti,18.9712,-72.2852,2020-04-07,25,1,0,25,0,1,1.7225301447979355,Americas,navy,1.0,0.0,0.0,1,0,0
13954,Denmark,189.8634,-40.01430000000001,2020-04-07,5266,203,1621,"5,266","1,621",203,1.7966818071888193,Europe,orange,391.0,16.0,132.0,391,132,16
13982,Honduras,15.2,-86.2419,2020-04-07,305,22,6,305,6,22,1.7302389809870868,Americas,navy,7.0,0.0,0.0,7,0,0
13988,Iraq,33.0,44.0,2020-04-07,1122,65,373,"1,122",373,65,1.7460237408029682,Asia,red,91.0,1.0,29.0,91,29,1
13990,Israel,31.0,35.0,2020-04-07,9248,65,770,"9,248",770,65,1.7460237408029682,Asia,red,344.0,8.0,185.0,344,185,8
13957,Dominica,15.415,-61.371,2020-04-07,15,0,1,15,1,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
13976,Guatemala,15.7835,-90.2308,2020-04-07,77,3,17,77,17,3,1.7232643196730928,Americas,navy,7.0,0.0,2.0,7,2,0
13960,Egypt,26.0,30.0,2020-04-07,1450,94,276,"1,450",276,94,1.7566692764927483,Africa,cyan,128.0,9.0,17.0,128,17,9
13961,El Salvador,13.7942,-88.8965,2020-04-07,78,4,5,78,5,4,1.7236314071106715,Americas,navy,9.0,0.0,0.0,9,0,0
13962,Equatorial Guinea,1.5,10.0,2020-04-07,16,0,3,16,3,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
13964,Estonia,58.5953,25.0136,2020-04-07,1149,21,69,"1,149",69,21,1.7298718935495083,Europe,orange,41.0,2.0,7.0,41,7,2
13966,Ethiopia,9.145,40.4897,2020-04-07,52,2,4,52,4,2,1.7228972322355143,Africa,cyan,8.0,0.0,0.0,8,0,0
13963,Eritrea,15.1794,39.7823,2020-04-07,31,0,0,31,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
13969,Gabon,-0.8037,11.6094,2020-04-07,30,1,1,30,1,1,1.7225301447979355,Africa,cyan,6.0,0.0,0.0,6,0,0
13968,Finland,64.0,26.0,2020-04-07,2308,34,300,"2,308",300,34,1.7346440302380304,Europe,orange,132.0,7.0,0.0,132,0,7
13967,Fiji,-17.7134,178.065,2020-04-07,15,0,0,15,0,0,1.722163057360357,Oceania,green,1.0,0.0,0.0,1,0,0
13965,Eswatini,-26.5225,31.4659,2020-04-07,10,0,4,10,4,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
13932,Brunei,4.5353,114.7277,2020-04-07,135,1,85,135,85,1,1.7225301447979355,Asia,red,0.0,0.0,3.0,0,3,0
13935,Burma,21.9162,95.956,2020-04-07,22,1,0,22,0,1,1.7225301447979355,Asia,red,0.0,0.0,0.0,0,0,0
13973,Ghana,7.9465,-1.0232,2020-04-07,287,5,31,287,31,5,1.72399849454825,Africa,cyan,73.0,0.0,0.0,73,0,0
13970,Gambia,13.4432,-15.3101,2020-04-07,4,1,2,4,2,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
13958,Dominican Republic,18.7357,-70.1627,2020-04-07,1956,98,36,"1,956",36,98,1.758137626243063,Americas,navy,128.0,12.0,3.0,128,3,12
13972,Germany,51.0,9.0,2020-04-07,107663,2016,36081,"107,663","36,081","2,016",2.46221133151888,Europe,orange,4289.0,206.0,7381.0,"4,289","7,381",206
13956,Djibouti,11.8251,42.5903,2020-04-07,90,0,9,90,9,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
13974,Greece,39.0742,21.8243,2020-04-07,1832,81,269,"1,832",269,81,1.7518971398042262,Europe,orange,77.0,2.0,0.0,77,0,2
13971,Georgia,42.3154,43.3569,2020-04-07,196,3,46,196,46,3,1.7232643196730928,Asia,red,8.0,1.0,7.0,8,7,1
14205,Mongolia,46.8625,103.8467,2020-04-08,16,0,4,16,4,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
14208,Namibia,-22.9576,18.4904,2020-04-08,16,0,3,16,3,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14210,Netherlands,107.0417,-265.0278,2020-04-08,20682,2255,22,"20,682",22,"2,255",2.5499452291001727,Europe,orange,973.0,147.0,0.0,973,0,147
14209,Nepal,28.1667,84.25,2020-04-08,9,0,1,9,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
14215,North Macedonia,41.6086,21.7453,2020-04-08,617,29,35,617,35,29,1.7328085930501373,Europe,orange,18.0,3.0,5.0,18,5,3
14211,New Zealand,-40.9006,174.886,2020-04-08,1210,1,282,"1,210",282,1,1.7225301447979355,Oceania,green,50.0,0.0,41.0,50,41,0
14216,Norway,60.472,8.4689,2020-04-08,6086,101,32,"6,086",32,101,1.7592388885557988,Europe,orange,0.0,12.0,0.0,0,0,12
14218,Pakistan,30.3753,69.3451,2020-04-08,4489,65,572,"4,489",572,65,1.7460237408029682,Asia,red,226.0,4.0,105.0,226,105,4
14220,Papua New Guinea,-6.315,143.9555,2020-04-08,2,0,0,2,0,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
14227,Romania,45.9432,24.9668,2020-04-08,4761,220,528,"4,761",528,220,1.802922293627656,Europe,orange,344.0,23.0,68.0,344,68,23
14223,Philippines,13.0,122.0,2020-04-08,3870,182,96,"3,870",96,182,1.7889729709996682,Asia,red,106.0,5.0,12.0,106,12,5
14224,Poland,51.9194,19.1451,2020-04-08,5205,159,222,"5,205",222,159,1.7805299599353595,Europe,orange,357.0,30.0,31.0,357,31,30
14225,Portugal,39.3999,-8.2245,2020-04-08,13141,380,196,"13,141",196,380,1.8616562836402373,Europe,orange,699.0,35.0,12.0,699,12,35
14226,Qatar,25.3548,51.1839,2020-04-08,2210,6,178,"2,210",178,6,1.7243655819858288,Asia,red,153.0,0.0,28.0,153,28,0
14217,Oman,21.0,57.0,2020-04-08,419,2,72,419,72,2,1.7228972322355143,Asia,red,48.0,0.0,5.0,48,5,0
14207,Morocco,31.7917,-7.0926,2020-04-08,1275,93,97,"1,275",97,93,1.7563021890551698,Africa,cyan,91.0,3.0,4.0,91,4,3
14219,Panama,8.538,-80.7821,2020-04-08,2249,59,16,"2,249",16,59,1.7438212161774962,Americas,navy,149.0,4.0,2.0,149,2,4
14213,Niger,17.6078,8.0817,2020-04-08,342,11,28,342,28,11,1.7262010191737218,Africa,cyan,64.0,0.0,2.0,64,2,0
14222,Peru,-9.19,-75.0152,2020-04-08,4342,121,1333,"4,342","1,333",121,1.7665806373073716,Americas,navy,1388.0,14.0,32.0,"1,388",32,14
14212,Nicaragua,12.8654,-85.2072,2020-04-08,6,1,0,6,0,1,1.7225301447979355,Americas,navy,0.0,0.0,0.0,0,0,0
14191,Lithuania,55.1694,23.8813,2020-04-08,912,15,8,912,8,15,1.7276693689240363,Europe,orange,32.0,0.0,0.0,32,0,0
14230,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-08,11,0,0,11,0,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
14231,Saint Lucia,13.9094,-60.9789,2020-04-08,14,0,1,14,1,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
14192,Luxembourg,49.8153,6.1296,2020-04-08,3034,46,500,"3,034",500,46,1.7390490794889741,Europe,orange,64.0,2.0,0.0,64,0,2
14206,Montenegro,42.5,19.3,2020-04-08,248,2,4,248,4,2,1.7228972322355143,Europe,orange,7.0,0.0,0.0,7,0,0
14194,Madagascar,-18.7669,46.8691,2020-04-08,93,0,11,93,11,0,1.722163057360357,Africa,cyan,5.0,0.0,4.0,5,4,0
14196,Malaysia,2.5,112.5,2020-04-08,4119,65,1487,"4,119","1,487",65,1.7460237408029682,Asia,red,156.0,2.0,166.0,156,166,2
14197,Maldives,3.2028,73.2207,2020-04-08,19,0,13,19,13,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
14185,Latvia,56.8796,24.6032,2020-04-08,577,2,16,577,16,2,1.7228972322355143,Europe,orange,29.0,0.0,0.0,29,0,0
14198,Mali,17.570692,-3.996166000000001,2020-04-08,59,7,16,59,16,7,1.7247326694234073,Africa,cyan,3.0,2.0,4.0,3,4,2
14200,Mauritania,21.0079,10.9408,2020-04-08,6,1,2,6,2,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
14188,Liberia,6.4281,-9.4295,2020-04-08,31,4,3,31,3,4,1.7236314071106715,Africa,cyan,17.0,1.0,0.0,17,0,1
14201,Mauritius,-20.2,57.5,2020-04-08,273,7,19,273,19,7,1.7247326694234073,Africa,cyan,5.0,0.0,11.0,5,11,0
14203,Moldova,47.4116,28.3699,2020-04-08,1174,27,40,"1,174",40,27,1.73207441817498,Europe,orange,118.0,5.0,0.0,118,0,5
14204,Monaco,43.7333,7.4167,2020-04-08,81,1,4,81,4,1,1.7225301447979355,Europe,orange,2.0,0.0,0.0,2,0,0
14195,Malawi,-13.254307999999998,34.301525,2020-04-08,8,1,0,8,0,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
14228,Russia,60.0,90.0,2020-04-08,8672,63,580,"8,672",580,63,1.745289565927811,Europe,orange,1175.0,5.0,86.0,"1,175",86,5
14186,Lebanon,33.8547,35.8623,2020-04-08,576,19,62,576,62,19,1.7291377186743508,Asia,red,28.0,0.0,0.0,28,0,0
14251,Switzerland,46.8182,8.2275,2020-04-08,23280,895,9800,"23,280","9,800",895,2.050706313993233,Europe,orange,1027.0,74.0,1096.0,"1,027","1,096",74
14199,Malta,35.9375,14.3754,2020-04-08,299,1,16,299,16,1,1.7225301447979355,Europe,orange,6.0,1.0,11.0,6,11,1
14189,Libya,26.3351,17.228331,2020-04-08,21,1,8,21,8,1,1.7225301447979355,Africa,cyan,1.0,0.0,7.0,1,7,0
14214,Nigeria,9.082,8.6753,2020-04-08,276,6,44,276,44,6,1.7243655819858288,Africa,cyan,22.0,0.0,0.0,22,0,0
14202,Mexico,23.6345,-102.5528,2020-04-08,3181,174,633,"3,181",633,174,1.786036271499039,Americas,navy,396.0,33.0,0.0,396,0,33
14221,Paraguay,-23.4425,-58.4438,2020-04-08,119,5,15,119,15,5,1.72399849454825,Americas,navy,4.0,0.0,0.0,4,0,0
14229,Rwanda,-1.9403,29.8739,2020-04-08,110,0,7,110,7,0,1.722163057360357,Africa,cyan,5.0,0.0,0.0,5,0,0
14235,Saudi Arabia,24.0,45.0,2020-04-08,2932,41,631,"2,932",631,41,1.7372136423010809,Asia,red,137.0,0.0,16.0,137,16,0
14261,Uganda,1.0,32.0,2020-04-08,53,0,0,53,0,0,1.722163057360357,Africa,cyan,1.0,0.0,0.0,1,0,0
14262,Ukraine,48.3794,31.1656,2020-04-08,1668,52,35,"1,668",35,52,1.7412516041144461,Europe,orange,206.0,7.0,7.0,206,7,7
14264,United Kingdom,270.0299,-482.9247,2020-04-08,61474,8519,345,"61,474",345,"8,519",4.849380938092726,Europe,orange,5525.0,1036.0,20.0,"5,525",20,"1,036"
14265,Uruguay,-32.5228,-55.7658,2020-04-08,456,7,192,456,192,7,1.7247326694234073,Americas,navy,32.0,0.0,42.0,32,42,0
14263,United Arab Emirates,24.0,54.0,2020-04-08,2659,12,239,"2,659",239,12,1.7265681066113006,Asia,red,300.0,0.0,53.0,300,53,0
14268,Vietnam,16.0,108.0,2020-04-08,251,0,126,251,126,0,1.722163057360357,Asia,red,2.0,0.0,3.0,2,3,0
14267,Venezuela,6.4238,-66.5897,2020-04-08,167,9,65,167,65,9,1.7254668442985648,Americas,navy,2.0,2.0,0.0,2,0,2
14266,Uzbekistan,41.3775,64.5853,2020-04-08,545,3,30,545,30,3,1.7232643196730928,Asia,red,25.0,1.0,0.0,25,0,1
14184,Laos,19.85627,102.495496,2020-04-08,15,0,0,15,0,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
14255,Thailand,15.0,101.0,2020-04-08,2369,30,888,"2,369",888,30,1.7331756804877159,Asia,red,111.0,3.0,0.0,111,0,3
14272,Zambia,-15.4167,28.2833,2020-04-08,39,1,7,39,7,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
14269,West Bank and Gaza,31.9522,35.2332,2020-04-08,263,1,44,263,44,1,1.7225301447979355,Asia,red,2.0,0.0,2.0,2,2,0
14258,Tunisia,34.0,9.0,2020-04-08,628,24,25,628,25,24,1.730973155862244,Africa,cyan,5.0,1.0,0.0,5,0,1
14254,Tanzania,-6.369,34.8888,2020-04-08,25,1,5,25,5,1,1.7225301447979355,Africa,cyan,1.0,0.0,0.0,1,0,0
14273,Zimbabwe,-20.0,30.0,2020-04-08,11,3,0,11,0,3,1.7232643196730928,Africa,cyan,0.0,1.0,0.0,0,0,1
14270,Western Sahara,24.2155,-12.8858,2020-04-08,4,0,0,4,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14190,Liechtenstein,47.14,9.55,2020-04-08,78,1,55,78,55,1,1.7225301447979355,Europe,orange,0.0,0.0,0.0,0,0,0
14260,United States of America,37.0902,-95.7129,2020-04-08,429686,18369,23559,"429,686","23,559","18,369",8.465192198242255,Americas,navy,31694.0,2079.0,1796.0,"31,694","1,796","2,079"
14259,Turkey,38.9637,35.2433,2020-04-08,38226,812,1846,"38,226","1,846",812,2.020238056674206,Asia,red,4117.0,87.0,264.0,"4,117",264,87
14252,Taiwan,23.7,121.0,2020-04-08,379,5,61,379,61,5,1.72399849454825,Asia,red,3.0,0.0,4.0,3,4,0
14242,Slovenia,46.1512,14.9955,2020-04-08,1091,40,120,"1,091",120,40,1.7368465548635021,Europe,orange,32.0,4.0,18.0,32,18,4
14236,Senegal,14.4974,-14.4524,2020-04-08,244,2,113,244,113,2,1.7228972322355143,Africa,cyan,7.0,0.0,8.0,7,8,0
14237,Serbia,44.0165,21.0059,2020-04-08,2666,65,0,"2,666",0,65,1.7460237408029682,Europe,orange,219.0,4.0,0.0,219,0,4
14238,Seychelles,-4.6796,55.492,2020-04-08,11,0,0,11,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14239,Sierra Leone,8.460555000000001,-11.779889,2020-04-08,7,0,0,7,0,0,1.722163057360357,Africa,cyan,1.0,0.0,0.0,1,0,0
14256,Togo,8.6195,0.8248,2020-04-08,70,3,23,70,23,3,1.7232643196730928,Africa,cyan,5.0,0.0,0.0,5,0,0
14240,Singapore,1.2833,103.8333,2020-04-08,1623,6,406,"1,623",406,6,1.7243655819858288,Asia,red,142.0,0.0,29.0,142,29,0
14233,San Marino,43.9424,12.4578,2020-04-08,279,34,40,279,40,34,1.7346440302380304,Europe,orange,0.0,0.0,0.0,0,0,0
14243,Somalia,5.1521,46.1996,2020-04-08,12,1,1,12,1,1,1.7225301447979355,Africa,cyan,4.0,1.0,0.0,4,0,1
14244,South Africa,-30.5595,22.9375,2020-04-08,1845,18,95,"1,845",95,18,1.7287706312367723,Africa,cyan,96.0,5.0,0.0,96,0,5
14245,South Sudan,6.877000000000002,31.307,2020-04-08,2,0,0,2,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14246,Spain,40.0,-4.0,2020-04-08,148220,14792,48021,"148,220","48,021","14,792",7.152120434023487,Europe,orange,6278.0,747.0,4813.0,"6,278","4,813",747
14247,Sri Lanka,7.0,81.0,2020-04-08,189,7,44,189,44,7,1.7247326694234073,Asia,red,4.0,1.0,2.0,4,2,1
14248,Sudan,12.8628,30.2176,2020-04-08,14,2,2,14,2,2,1.7228972322355143,Africa,cyan,0.0,0.0,0.0,0,0,0
14249,Suriname,3.9193,-56.0278,2020-04-08,10,1,3,10,3,1,1.7225301447979355,Americas,navy,0.0,0.0,3.0,0,3,0
14250,Sweden,63.0,16.0,2020-04-08,8419,687,0,"8,419",0,687,1.9743521269768776,Europe,orange,726.0,96.0,0.0,726,0,96
14241,Slovakia,48.669,19.699,2020-04-08,682,2,16,682,16,2,1.7228972322355143,Europe,orange,101.0,0.0,3.0,101,3,0
14232,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-08,8,0,1,8,1,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
14234,Sao Tome and Principe,0.18636,6.613081,2020-04-08,4,0,0,4,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14257,Trinidad and Tobago,10.6918,-61.2225,2020-04-08,107,8,1,107,1,8,1.7250997568609858,Americas,navy,0.0,0.0,0.0,0,0,0
14183,Kyrgyzstan,41.2044,74.7661,2020-04-08,270,4,33,270,33,4,1.7236314071106715,Asia,red,42.0,0.0,0.0,42,0,0
14182,Kuwait,29.5,47.75,2020-04-08,855,1,111,855,111,1,1.7225301447979355,Asia,red,112.0,0.0,6.0,112,6,0
14181,Kosovo,42.602636,20.902977,2020-04-08,184,5,30,184,30,5,1.72399849454825,Europe,orange,14.0,1.0,6.0,14,6,1
14121,Cambodia,11.55,104.9167,2020-04-08,117,0,63,117,63,0,1.722163057360357,Asia,red,2.0,0.0,5.0,2,5,0
14122,Cameroon,3.848,11.5021,2020-04-08,730,10,60,730,60,10,1.7258339317361433,Africa,cyan,72.0,1.0,17.0,72,17,1
14123,Central African Republic,6.6111,20.9394,2020-04-08,8,0,0,8,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14124,Chad,15.4542,18.7322,2020-04-08,10,0,2,10,2,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14111,Bolivia,-16.2902,-63.5887,2020-04-08,210,15,2,210,2,15,1.7276693689240363,Americas,navy,16.0,1.0,0.0,16,0,1
14125,Chile,-35.6751,-71.543,2020-04-08,5546,48,1115,"5,546","1,115",48,1.7397832543641314,Americas,navy,430.0,5.0,217.0,430,217,5
14127,Colombia,4.5709,-74.2973,2020-04-08,2054,54,123,"2,054",123,54,1.7419857789896032,Americas,navy,274.0,4.0,23.0,274,23,4
14116,Bulgaria,42.7339,25.4858,2020-04-08,593,24,42,593,42,24,1.730973155862244,Europe,orange,16.0,1.0,0.0,16,0,1
14130,Congo,-4.0383,21.7587,2020-04-08,180,18,9,180,9,18,1.7287706312367723,Africa,cyan,135.0,13.0,7.0,135,7,13
14131,Costa Rica,9.7489,-83.7534,2020-04-08,502,3,29,502,29,3,1.7232643196730928,Americas,navy,19.0,1.0,5.0,19,5,1
14132,Côte d'Ivoire,7.54,-5.5471,2020-04-08,384,3,48,384,48,3,1.7232643196730928,Africa,cyan,35.0,0.0,7.0,35,7,0
14133,Croatia,45.1,15.2,2020-04-08,1343,19,179,"1,343",179,19,1.7291377186743508,Europe,orange,61.0,1.0,12.0,61,12,1
14114,Brazil,-14.235,-51.9253,2020-04-08,16170,819,127,"16,170",127,819,2.022807668737257,Americas,navy,2136.0,133.0,0.0,"2,136",0,133
14134,Cuba,22.0,-80.0,2020-04-08,457,12,27,457,27,12,1.7265681066113006,Americas,navy,61.0,1.0,0.0,61,0,1
14126,China,1083.3367,3684.4197,2020-04-08,82809,3337,77567,"82,809","77,567","3,337",2.9471338365602526,Asia,red,91.0,2.0,157.0,91,157,2
14117,Burkina Faso,12.2383,-1.5616,2020-04-08,414,23,134,414,134,23,1.7306060684246656,Africa,cyan,30.0,4.0,7.0,30,7,4
14091,Afghanistan,33.0,65.0,2020-04-08,444,14,29,444,29,14,1.7273022814864578,Asia,red,21.0,0.0,11.0,21,11,0
14129,Congo,-4.0383,21.7587,2020-04-08,45,5,2,45,2,5,1.72399849454825,Africa,cyan,-135.0,-13.0,-7.0,-135,-7,-13
14120,Cabo Verde,16.5388,-23.0418,2020-04-08,7,1,1,7,1,1,1.7225301447979355,Africa,cyan,0.0,0.0,0.0,0,0,0
14100,Austria,47.5162,14.5501,2020-04-08,12942,273,4512,"12,942","4,512",273,1.8223779278193235,Europe,orange,303.0,30.0,466.0,303,466,30
14160,Guinea,9.9456,-9.6966,2020-04-08,164,0,5,164,5,0,1.722163057360357,Africa,cyan,20.0,0.0,0.0,20,0,0
14119,Burundi,-3.3731,29.9189,2020-04-08,3,0,0,3,0,0,1.722163057360357,Africa,cyan,0.0,0.0,0.0,0,0,0
14094,Andorra,42.5063,1.5218,2020-04-08,564,23,52,564,52,23,1.7306060684246656,Europe,orange,19.0,1.0,13.0,19,13,1
14095,Angola,-11.2027,17.8739,2020-04-08,19,2,2,19,2,2,1.7228972322355143,Africa,cyan,2.0,0.0,0.0,2,0,0
